ILE 0.705883
VAL 0.664707
LEU 0.720589
PHE 0.82353
CYS 0.64706
MET 0.676471
ALA 0.602942
GLY 0.57353
THR 0.588236
SER 0.588236
TRP 1.0
TYR 0.897059
PRO 0.758824
HIS 0.764707
GLU 0.0
GLN 0.558824
ASP 0.294119
ASN 0.588236
LYS 0.382354
ARG 0.558824
